country1_code;country2_code;incident_year;country1_snt_incidents;contry2_rvd_incidents;country1_to_country2_incidents;incidents_0;positive_goldstein_mentions_0;negative_goldstein_mentions_0;golds_mean_0;golds_std_0;incidents_1;positive_goldstein_mentions_1;negative_goldstein_mentions_1;golds_mean_1;golds_std_1;incidents_2;positive_goldstein_mentions_2;negative_goldstein_mentions_2;golds_mean_2;golds_std_2;incidents_3;positive_goldstein_mentions_3;negative_goldstein_mentions_3;golds_mean_3;golds_std_3;incidents_4;positive_goldstein_mentions_4;negative_goldstein_mentions_4;golds_mean_4;golds_std_4;incidents_5;positive_goldstein_mentions_5;negative_goldstein_mentions_5;golds_mean_5;golds_std_5
CHN;USA;2011;425;418;88;4;1,0;0,0;6,083830228315672;2,3784001892870603;0;1,0;0,0;5,75820528421908;2,1242355800473813;2;1,0;0,0;5,927391920308082;2,2587388939764117;0;1,0;0,0;5,786142800630664;2,2190318952153265;0;1,0;0,0;6,052895961368756;2,0697158957676844;0;1,0;0,0;6,281568301652068;2,225022077378993
CHN;JPN;2013;425;510;135;6;1,0;0,0;2,1991187501569724;1,166845783898168;1;1,0;0,0;4,58992713630912;2,294294374685193;2;1,0;0,0;5,712370411677003;2,505426740821043;0;1,0;0,0;5,2760991356147935;2,257292157323946;0;1,0;0,0;5,895966506181948;2,37261202568998;0;1,0;0,0;5,875094523005505;2,508016312761672
IRN;KWT;2018;171;29;8;1;0,7751677852348994;0,22483221476510068;1,7483221476510067;4,7686631451092145;0;0,7877758913412564;0,21222410865874364;1,330220713073005;3,6613875832090748;1;0,512022630834512;0,48797736916548795;-0,7765205088228283;4,874563809987999;2;0,8076463560334528;0,1923536439665472;1,9347670250896056;3,8957990239908966;0;1,0;0,0;1,7736161632856962;0,7269732589781391;0;1,0;0,0;1,9496088617712;1,3860342476275798
RUS;EST;2020;557;82;29;16;0,6744639376218323;0,3255360623781676;0,7549707602339183;4,886176112968331;6;0,6611208406304728;0,33887915936952717;0,8193520140105078;4,920590278304452;4;0,5998233215547704;0,4001766784452297;-0,6373674911660777;4,930417717085464;0;0,6498338870431893;0,3501661129568106;0,14737541528239204;5,1125688475745354;2;0,5845323741007195;0,4154676258992806;-0,39118704941632937;5,1320792737939644;0;0,5142250530785563;0,48577494692144374;-0,7364755838641189;5,166056812744478
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,7488566243194195;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069909;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
RUS;LBN;2020;557;23;6;2;0,8070588235294117;0,19294117647058823;1,8672941176470585;4,622358804062577;0;0,829700272479564;0,17029972752043596;2,04850136239782;4,525063919565798;0;0,7651821862348178;0,23481781376518218;1,4445344129554656;5,194095885780133;0;0,7736111111111111;0,2263888888888889;1,3691666666666666;4,6129521006979175;0;0,7426160337552743;0,25738396624472576;0,7119549930347169;5,283872496207891;1;0,6969981238273921;0,3030018761726079;-0,0359287054409006;6,028487245691487
RUS;SGP;2020;557;95;25;6;0,8444444444444444;0,15555555555555556;2,517037037037037;3,243033347797175;10;0,9107981220657277;0,0892018779342723;2,807981220657277;3,1953578652431536;3;0,9119170984455959;0,08808290155440414;2,141580310880829;3,0913415921578586;3;0,7545454545454545;0,24545454545454545;1,269090909090909;4,368320781064618;2;0,84375;0,15625;2,269444444444444;3,6440453290826222;0;0,7992277992277992;0,20077220077220076;1,835135135135135;4,121293359926283
CHN;ARG;2018;425;17;5;2;0,9257253384912959;0,07427466150870406;2,7049129593810446;3,1297961326390484;0;0,921595598349381;0,07840440165061899;3,410316368638239;3,40939970740235;1;0,8309982486865148;0,1690017513134851;2,446760070094294;3,9654796570046216;0;0,916;0,084;3,566;3,3480149342558194;0;1,0;0,0;3,4453691410143374;0,3821335907552115;0;1,0;0,0;2,2425333888978853;1,1283967776047283
PRK;AUS;2019;151;256;21;6;0,6422413793103449;0,3577586206896552;1,0419540229885058;4,395255236682765;1;0,7842465753424658;0,21575342465753425;1,097260273972603;4,393066536007816;3;0,5297225891677675;0,4702774108322325;-0,82998678996037;4,6152909515931055;3;0,8142076502732241;0,18579234972677597;0,8191256830601095;3,9719391831842223;0;0,6344086021505376;0,3655913978494624;0,5827956989247314;3,6660201870726943;1;1,0;0,0;3,9110664499132897;0,0
RUS;AUS;2020;557;256;72;19;0,7576754385964912;0,24232456140350878;1,363486842105263;4,051880399488205;18;0,7516469038208169;0,24835309617918314;0,7712779973649538;4,462067302471135;11;0,7047015319598521;0,2952984680401479;0,5194400422609615;4,268803814238956;12;0,760343087790111;0,239656912209889;0,9144298688193743;4,106248303383177;3;0,7467889908256881;0,25321100917431194;0,6311926603463082;5,020180021213064;1;0,717741935483871;0,28225806451612906;0,8888337468982631;4,5676714213102825
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,7488566243194195;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069909;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
RUS;SGP;2020;557;95;25;6;0,8444444444444444;0,15555555555555556;2,517037037037037;3,243033347797175;10;0,9107981220657277;0,0892018779342723;2,807981220657277;3,1953578652431536;3;0,9119170984455959;0,08808290155440414;2,141580310880829;3,0913415921578586;3;0,7545454545454545;0,24545454545454545;1,269090909090909;4,368320781064618;2;0,84375;0,15625;2,269444444444444;3,6440453290826222;0;0,7992277992277992;0,20077220077220076;1,835135135135135;4,121293359926283
RUS;ZAF;2020;557;55;16;4;0,7538461538461538;0,24615384615384617;0,986923076923077;4,05611387454958;5;0,89171974522293;0,10828025477707007;1,9095541401273886;3,9393617679503095;1;0,9224137931034483;0,07758620689655173;2,4333333333333336;3,3447734719326;1;0,8600823045267489;0,13991769547325103;2,077366255144033;4,143856335198231;1;0,821256038647343;0,178743961352657;2,3816425120772946;4,9042770653826375;1;0,8190045248868778;0,18099547511312217;1,6217194570135745;5,098289903427931
KHM;PHL;2017;14;75;4;2;0,8574380165289256;0,14256198347107438;2,438429752066116;3,647518460919859;0;0,8439024390243902;0,15609756097560976;1,79398374038014;4,21452149740898;0;0,853448275862069;0,14655172413793102;2,5133620689655167;3,8647771591122457;0;1,0;0,0;1,9877917130988318;0,0;0;1,0;0,0;3,146775058630727;1,4567637104920663;0;1,0;0,0;4,743082461924192;1,6037286565017312
PRK;CAN;2019;151;115;9;2;0,84688995215311;0,15311004784688995;1,815311004784689;3,421401126560033;0;0,8619109947643979;0,1380890052356021;2,061910994764398;3,3269527608167717;2;0,736237144585602;0,2637628554143981;1,368602540834846;4,413237009556849;1;0,5017857142857143;0,4982142857142857;-0,9371428574834552;4,453467234146619;0;0,41183431952662725;0,5881656804733728;-1,3963313609467456;4,116613565923655;2;1,0;0,0;2,82352941176471;0,0
RUS;AFG;2020;557;49;16;1;0,6758021390374331;0,32419786096256686;1,2348262032085562;5,912294334803154;1;0,8444254226407019;0,15557457735929808;2,659084100149797;4,4708485084610645;4;0,7768136900457941;0,22318630995420582;1,7609062424680646;4,814245826795873;0;0,7485693188111501;0,2514306811888499;1,6385822410928557;4,726628643475513;5;0,7086980306345733;0,2913019693654267;1,5069748363329232;5,381809262733974;0;0,7182783678032421;0,28172163219675794;1,6300447177193964;5,668288223956095
RUS;CHN;2020;557;329;41;6;0,6888723270079689;0,3111276729920312;1,1095797741214242;4,455721690458333;5;0,7760791366906474;0,2239208633093525;2,0822889057175313;4,375218350739432;1;0,766723393114282;0,23327660688571802;2,13217698651656;4,502056337532337;10;0,7793642910355103;0,2206357089644897;2,005769389951163;4,408214651871975;11;0,8065661047027507;0,19343389529724933;2,4442852918123643;4,128873556802899;3;0,83436;0,16564;2,7958599999980924;4,163706240886836
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,7488566243194195;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069909;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
KHM;CHN;2020;14;329;4;2;0,7945334590009425;0,2054665409990575;1,9669180018850139;4,04255973138032;0;0,810405643738977;0,18959435626102292;2,442768959435626;3,882619175591348;0;0,8193160813308688;0,18068391866913125;2,1707486136783736;3,988849893033382;2;0,8302230314064634;0,16977696859353664;2,3228493400091033;4,098453418080803;0;0,8279661016949152;0,17203389830508475;2,339802260235541;3,8521775289293916;0;0,8555320648343904;0,14446793516560957;2,5257223396086204;3,5981781403809197
KHM;JPN;2020;14;510;5;2;0,8871331828442438;0,11286681715575621;2,8735891647855527;3,5454676479275777;0;0,8647342995169082;0,13526570048309178;2,3961352657004826;4,183898805948606;0;0,9146067415730337;0,0853932584269663;2,91752808988764;3,327847528141768;3;0,8513189448441247;0,1486810551558753;2,5031175059952044;3,5620454431674426;0;0,9445910290237467;0,055408970976253295;3,1503957788673738;3,4155346807399556;0;0,9393139841688655;0,06068601583113457;2,743007915567282;2,95047913061611
KHM;MLI;2020;14;225;2;1;0,8888888888888888;0,1111111111111111;2,3666666666666667;3,743141876967945;0;0,9411764705882353;0,058823529411764705;5,507352941176471;3,482912750611721;0;0,7241379310344828;0,27586206896551724;1,9827586206896557;7,082619278084044;1;0,8947368421052632;0,10526315789473684;3,978947368421052;5,316664857573423;0;0,7631578947368421;0,23684210526315788;3,6394736867201956;5,731241230098343;0;1,0;0,0;6,322727272727274;2,8640295545360903
PRK;USA;2020;151;418;43;10;0,6779627030278724;0,3220372969721275;0,9946260276719471;4,713124058980009;7;0,6973367661334572;0,30266323386654287;1,1601949943021146;4,729369314327655;10;0,73312;0,26688;1,3607639999999999;4,5474247807197425;9;0,541;0,459;-0,6917840000000001;4,955444167513543;1;0,48449929808142256;0,5155007019185774;-1,078527141198739;4,959291625561919;0;0,5329125338142471;0,4670874661857529;-0,40949804628794706;4,894138727795353
IRN;EGY;2017;171;28;3;3;0,7283431455004206;0,2716568544995795;1,3577796467619847;3,9682487232502623;0;0,870026525198939;0,129973474801061;2,458399646467703;3,5356248977297855;0;0,7645115620575743;0,23548843794242566;1,3803680981595092;4,475316567872343;0;1,0;0,0;2,7182624731490224;0,36969718141023716;0;1,0;0,0;1,0455379271631358;0,6715451741693899;0;1,0;0,0;5,328243660284467;2,4193162634932905
RUS;AUS;2018;557;256;72;11;0,7047015319598521;0,2952984680401479;0,5194400422609615;4,268803814238956;12;0,760343087790111;0,239656912209889;0,9144298688193743;4,106248303383177;3;0,7467889908256881;0,25321100917431194;0,6311926603463082;5,020180021213064;1;0,717741935483871;0,28225806451612906;0,8888337468982631;4,5676714213102825;1;1,0;0,0;2,3448571807698895;0,4628394565868202;2;1,0;0,0;2,5170426868828537;0,7584742594269512
JPN;CHN;2014;24;329;6;1;1,0;0,0;2,399029971354097;1,1630919210699793;1;1,0;0,0;2,197883939997864;1,1436726129000112;0;1,0;0,0;4,538300211022849;2,2136994356826825;0;1,0;0,0;5,636109716667395;2,42547687216238;0;1,0;0,0;5,238685319952665;2,2329682379537084;0;1,0;0,0;5,90182497352624;2,3737526848498844
USA;JPN;2020;36;510;10;5;0,7448824423909229;0,25511755760907706;1,05261434085858;4,840530573665114;2;0,79656;0,20344;1,484908;4,565137175544236;2;0,78304;0,21696;1,368972;4,577564686950475;0;0,774;0,226;1,20736;4,648342180864055;0;0,78128;0,21872;1,3836480000927447;4,5818305308481815;0;0,76096;0,23904;1,1842319999933242;4,805153417962442
USA;MLI;2020;36;225;4;1;0,6598360655737705;0,3401639344262295;1,3565573770491803;5,086030171208737;1;0,7168458781362007;0,2831541218637993;1,4204301075268817;5,345534949939905;1;0,8;0,2;1,954;5,086602402390027;0;0,6433260393873085;0,35667396061269147;0,4610503282275711;5,70347252967967;1;0,6533018867924528;0,3466981132075472;0,8148584897788067;5,458396767032076;0;0,5964912280701754;0,40350877192982454;-0,29311740890688265;5,582655192622093
IRN;IRQ;2014;171;40;11;1;1,0;0,0;2,3437849524931695;1,0331840107137182;0;1,0;0,0;1,8710276946300397;1,0556374686232406;0;1,0;0,0;4,423116147879226;2,1356702020056373;0;1,0;0,0;5,00439225940213;1,929682458332115;0;1,0;0,0;5,128840158135483;2,101599369132636;0;1,0;0,0;4,925135481383841;1,9136532724440667
CHN;JPN;2014;425;510;135;23;1,0;0,0;2,432939364486121;1,2041105631267954;6;1,0;0,0;2,1991187501569724;1,166845783898168;1;1,0;0,0;4,58992713630912;2,294294374685193;2;1,0;0,0;5,712370411677003;2,505426740821043;0;1,0;0,0;5,2760991356147935;2,257292157323946;0;1,0;0,0;5,895966506181948;2,37261202568998
CHN;SAU;2015;425;95;18;2;0,8291316526610645;0,17086834733893558;2,4408029878618116;4,276473204798975;1;1,0;0,0;2,5641378740620056;0,3353146881271647;0;1,0;0,0;1,6209163548190353;0,5498789409318153;0;1,0;0,0;5,127407771221869;2,479764442548666;0;1,0;0,0;6,268382767134363;2,5381549881583036;0;1,0;0,0;6,3894546755052515;2,165801291440548
CHN;DEU;2017;425;218;50;4;0,8668462847419172;0,1331537152580828;2,6557714123652865;3,53608204373299;6;0,8540788267644362;0,1459211732355637;2,53972502286668;3,91567021745166;3;0,8951306267631547;0,10486937323684534;3,359683552066724;3,503024888017421;2;1,0;0,0;2,6615030252818532;1,0185803195302667;2;1,0;0,0;2,3613432961383207;0,3458729894906773;0;1,0;0,0;5,349774250082311;2,2760678620531904
CHN;AUT;2019;425;18;6;3;0,9282371294851794;0,0717628705148206;2,997971918876755;2,791637658558888;1;0,89792663476874;0,10207336523125997;2,501116427432217;3,316809735840334;0;0,8126721763085399;0,18732782369146006;1,3619834710743801;3,9824599496310693;0;0,7405940594059406;0,2594059405940594;1,846534654220732;4,158102299419373;0;0,9599198396793587;0,04008016032064128;3,780060120240481;2,961491864672572;0;1,0;0,0;2,5841627687406747;0,0
JPN;IND;2017;24;261;2;1;0,8725978647686833;0,12740213523131672;2,4138078291814944;3,745654861341949;0;0,8402100525131283;0,15978994748687173;2,3231057763904532;4,105196635637643;0;0,8449089683074849;0,15509103169251517;2,2231962238705325;4,136137637731548;0;1,0;0,0;2,444484916734254;0,5428842672839158;0;1,0;0,0;2,406453619690836;0,8838443389947868;0;1,0;0,0;5,326918114749748;2,2135684112127194
CHN;JPN;2018;425;510;135;17;0,8024127216231036;0,19758727837689635;1,9625479802595502;3,9489765642096586;10;0,764076170869789;0,235923829130211;1,473736489963973;4,201927894479873;12;0,7021537921656358;0,29784620783436416;1,207496600430404;4,183989880806527;14;0,73336;0,26664;1,3054279999999998;4,201368412412318;23;1,0;0,0;2,432939364486121;1,2041105631267954;6;1,0;0,0;2,1991187501569724;1,166845783898168
CHN;CHE;2019;425;31;12;4;0,8213315217391305;0,17866847826086957;1,6712635869565213;3,744337613546296;4;0,7865094957432875;0,2134905042567125;1,480288146692862;4,065725304092762;0;0,8743076267575628;0,12569237324243715;2,227652322113336;3,4363861282781407;0;0,8587319243604005;0,14126807563959956;2,246662959108363;3,6538439524356314;0;0,8722913785154449;0,12770862148455508;2,1387275242047026;3,4589182803123086;0;1,0;0,0;2,905859176105511;0,5240046915966897
RUS;ISR;2018;557;175;36;5;0,5827394526795895;0,4172605473204105;0,07987457240592925;4,6347701557939995;5;0,7493680989756552;0,2506319010243448;1,1408407609418652;4,085177668669222;1;0,7497262631002659;0,2502737368997341;1,1617237604207022;4,5031508479643225;1;0,6906292616403663;0,30937073835963375;0,5407558932398208;4,991940784607321;0;1,0;0,0;2,5824163327066363;0,7501638541481948;2;1,0;0,0;2,348995220810629;0,7050176076544657
IRN;SAU;2018;171;95;36;7;0,47967731926776297;0,5203226807322371;-1,171961940221326;5,276120389339913;12;0,5412354771125643;0,45876452288743574;-0,4701479271157387;4,879428243472447;9;0,46004;0,53996;-0,8287359999120237;4,814215018460392;1;0,5321264367816092;0,4678735632183908;-0,19368965517241382;4,693262027141701;0;1,0;0,0;2,6266263680416415;0,7348250231512418;0;1,0;0,0;1,4290681787688408;0,5241602586783434
IRN;UKR;2020;171;110;1;1;0,4086746987951807;0,5913253012048193;-3,2531084337349396;6,155657760642137;0;0,6270022883295194;0,37299771167048057;-0,5858123569794049;4,891807010450261;0;0,8176470588235294;0,18235294117647058;2,08;4,605004949860021;0;0,8985507246376812;0,10144927536231885;2,842995169082126;3,5386324380157976;0;0,8345864661654135;0,16541353383458646;2,2869674185463658;4,530224930535371;0;0,79957805907173;0,20042194092827004;1,913291139240506;4,175315816100992
CHN;AUS;2020;425;256;42;13;0,5745889644486528;0,4254110355513472;0,20794094860979595;4,4712739593177115;5;0,6532760284185598;0,34672397158144025;0,766836242434874;4,32305368426382;5;0,7267007112894401;0,2732992887105599;1,3419387196790078;3,953109050336671;7;0,7676895164471089;0,23231048355289105;1,7169992900528515;3,9952332828287878;4;0,7637210656573009;0,2362789343426991;1,7030135390613255;4,062685186849905;0;0,824977293369664;0,17502270663033606;2,5244777475022704;3,9332822998165016
KOR;BGD;2015;22;34;3;3;0,8548387096774194;0,14516129032258066;2,5161290322580645;4,432402448697731;0;1,0;0,0;4,74006116207951;0,0;0;1,0;0,0;3,2239493379389734;2,2796764390585285;0;1,0;0,0;5,654503695904579;0,8552594594702597;0;1,0;0,0;4,6432580428008565;1,1994603392023129;0;1,0;0,0;6,178886434297225;1,552090132947253
CHN;THA;2018;425;62;24;5;0,8406612733028491;0,1593387266971509;2,3665142455153005;4,021377633487382;2;0,8543972044263249;0,145602795573675;2,3154338963308096;3,99687130128522;1;0,8147671174071689;0,18523288259283108;1,951277098276503;4,172704873521463;3;0,8432;0,1568;2,231959999990463;3,9401373781112206;1;1,0;0,0;2,5148322624265034;1,0686348566648167;2;1,0;0,0;2,1936624987723516;0,45847844040757846
RUS;MLI;2020;557;225;55;11;0,8305084745762712;0,1694915254237288;2,3491525423728814;2,8640597523212423;8;0,90625;0,09375;3,2281250000000004;4,097425592292677;10;0,4090909090909091;0,5909090909090909;-3,3363636363636364;6,776533402756728;14;0,8;0,2;3,0133333333333336;6,053744479429423;3;0,8620689655172413;0,13793103448275862;2,2655172413793103;3,554043434239565;0;0,6589595375722543;0,34104046242774566;0,25838150289017336;5,744703691388652
PRK;USA;2020;151;418;43;10;0,6779627030278724;0,3220372969721275;0,9946260276719471;4,713124058980009;7;0,6973367661334572;0,30266323386654287;1,1601949943021146;4,729369314327655;10;0,73312;0,26688;1,3607639999999999;4,5474247807197425;9;0,541;0,459;-0,6917840000000001;4,955444167513543;1;0,48449929808142256;0,5155007019185774;-1,078527141198739;4,959291625561919;0;0,5329125338142471;0,4670874661857529;-0,40949804628794706;4,894138727795353
PRK;IND;2017;151;261;25;5;0,5592105263157895;0,4407894736842105;-0,644736842105263;4,892149853991169;3;0,5957446808510638;0,40425531914893614;0,2829787234042553;4,610825335679399;0;0,9565217391304348;0,043478260869565216;2,2173913043478253;2,0324866273506372;1;1,0;0,0;3,14769975786925;0,0;0;1,0;0,0;1,8918816472306301;0,29188808953714007;0;1,0;0,0;6,408559200656264;1,308547215333445
CHN;ESP;2017;425;145;16;2;0,8155594405594405;0,18444055944055945;2,158916083916084;3,8062688740037585;0;0,7939698492462312;0,20603015075376885;1,7147403687837732;4,054023847495813;0;0,7887453874538746;0,21125461254612546;1,5717712177121772;4,005362664368849;1;1,0;0,0;2,08870338977854;0,2887492447415638;0;1,0;0,0;3,597827386680958;0,9809984485536173;0;1,0;0,0;5,69269125066787;2,552379021336951
IRN;IRQ;2017;171;40;11;6;0,6469826888852936;0,35301731111470636;0,40238364881626487;5,102303423299291;1;0,6830619327282434;0,31693806727175655;0,258836091999949;5,5152277312822395;0;0,6967303560020908;0,3032696439979093;0,5226493989197978;5,509697940892356;1;1,0;0,0;2,3437849524931695;1,0331840107137182;0;1,0;0,0;1,8710276946300397;1,0556374686232406;0;1,0;0,0;4,423116147879226;2,1356702020056373
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,7488566243194195;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069909;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
USA;JPN;2019;36;510;10;2;0,79656;0,20344;1,484908;4,565137175544236;2;0,78304;0,21696;1,368972;4,577564686950475;0;0,774;0,226;1,20736;4,648342180864055;0;0,78128;0,21872;1,3836480000927447;4,5818305308481815;0;0,76096;0,23904;1,1842319999933242;4,805153417962442;0;1,0;0,0;2,5862411873426963;1,3959399032146464
USA;MLI;2019;36;225;4;1;0,7168458781362007;0,2831541218637993;1,4204301075268817;5,345534949939905;1;0,8;0,2;1,954;5,086602402390027;0;0,6433260393873085;0,35667396061269147;0,4610503282275711;5,70347252967967;1;0,6533018867924528;0,3466981132075472;0,8148584897788067;5,458396767032076;0;0,5964912280701754;0,40350877192982454;-0,29311740890688265;5,582655192622093;0;1,0;0,0;1,8230939502176107;0,0
USA;CHN;2013;36;329;6;2;1,0;0,0;2,3595503040330374;1,2491130840977216;0;1,0;0,0;5,423873140493035;2,108983777196747;0;1,0;0,0;6,142745740520063;2,323964619308614;0;1,0;0,0;5,801829002100894;2,1307340617179302;0;1,0;0,0;5,962036267175151;2,2566196717070848;0;1,0;0,0;5,7724033830854005;2,1527754778162533
SAU;USA;2019;18;418;5;1;0,6194003276119935;0,38059967238800657;-0,15709707285805855;5,448840315572537;0;0,6551674503406583;0,34483254965934174;0,16342961328087516;5,063855400359404;1;0,7745660789941232;0,22543392100587673;1,3486811534782013;4,314173268414758;0;0,6778809769521844;0,32211902304781564;0,6505538356571743;4,628715601949853;0;0,6880523276042029;0,31194767239579707;0,5663558555424117;4,895068608786095;0;1,0;0,0;2,456158807712227;1,185568385536453
USA;BGR;2013;36;28;3;1;1,0;0,0;2,1773917531812197;0,9436386233290491;0;1,0;0,0;5,44962905581195;2,3495284403701375;0;1,0;0,0;5,89463095313409;2,4926806930190994;0;1,0;0,0;5,927901128509422;2,402786323106279;0;1,0;0,0;5,603706103833756;2,39374551388152;0;1,0;0,0;5,856051716266028;2,3274397909713103
JPN;CHN;2020;24;329;6;1;0,6961325966850829;0,30386740331491713;1,1422185549257373;4,226416093716034;1;0,799788285109386;0,20021171489061398;1,9265137614678898;4,007725679494041;0;0,7815584717222158;0,21844152827778424;1,8594994774126117;4,021336521737519;2;0,7514673037968109;0,2485326962031891;1,4320833116916845;4,23224932572275;0;0,6933802339379556;0,30661976606204444;1,166324800997341;4,203852607257376;0;0,7258209076835329;0,27417909231646703;1,3469241424264646;4,393292410191749
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,7488566243194195;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069909;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
SAU;JPN;2018;18;510;4;1;0,8631386861313869;0,13686131386861314;2,39470802919708;4,28182260746056;1;0,9387514723203769;0,061248527679623084;2,9520612485276794;2,846939317581575;0;0,9299674267100977;0,07003257328990228;3,6022801302154988;3,1391706221974087;0;0,8566775244299675;0,14332247557003258;2,288273615635179;4,047011116119453;0;1,0;0,0;2,9878122965624074;0,0;0;1,0;0,0;2,7711013844006676;0,6921239185401971
RUS;MLI;2020;557;225;55;11;0,8305084745762712;0,1694915254237288;2,3491525423728814;2,8640597523212423;8;0,90625;0,09375;3,2281250000000004;4,097425592292677;10;0,4090909090909091;0,5909090909090909;-3,3363636363636364;6,776533402756728;14;0,8;0,2;3,0133333333333336;6,053744479429423;3;0,8620689655172413;0,13793103448275862;2,2655172413793103;3,554043434239565;0;0,6589595375722543;0,34104046242774566;0,25838150289017336;5,744703691388652
AFG;IND;2020;5;261;3;2;0,7847533632286996;0,21524663677130046;0,8846038863976083;4,617768279855789;0;0,7239512855209743;0,27604871447902574;0,3569688768606224;4,683144510237484;1;0,7496087636932708;0,25039123630672927;0,9946791862284821;4,8587564998602835;0;0,7854346123727486;0,21456538762725136;0,8745497259201253;4,810236317152607;0;0,825503355704698;0,174496644295302;1,5914582063105862;4,36120651645421;0;0,829295154185022;0,17070484581497797;1,3102422907488986;4,366342881813053
AFG;PAK;2020;5;59;4;3;0,7256232867771831;0,27437671322281687;0,7930035243440803;4,8952788204871425;0;0,7354792303542528;0,26452076964574717;1,0994335551159864;4,270526727263048;1;0,6544258119295266;0,34557418807047335;0,442397226349678;4,884968689344167;0;0,5864222133652185;0,41357778663478145;-0,1383906824321333;4,973762829826676;0;0,63296;0,36704;0,17240399988913535;5,11993660688896;0;0,703242101776324;0,29675789822367604;0,7481512152705891;4,7255212312365815
ARG;CAN;2018;1;115;1;1;0,9500542888165038;0,0499457111834962;3,3188925081433225;3,1683648118989356;0;0,8831521739130435;0,11684782608695653;2,3766304347826086;3,5228366093909362;0;0,9255952380952381;0,0744047619047619;2,934821428429512;3,636063817846653;0;0,7609561752988048;0,23904382470119523;1,0302788844621513;4,038929032675419;0;1,0;0,0;3,740024412357395;0,0;0;1,0;0,0;2,5747379923852316;0,9352621344710118
RUS;ALB;2015;557;11;5;2;0,6222222222222222;0,37777777777777777;1,357037037037037;4,67351149986485;0;1,0;0,0;4,26716141001855;0,0;0;1,0;0,0;5,159459008181665;0,442477876106195;1;1,0;0,0;5,101577155485991;0,9983530488381266;0;1,0;0,0;5,363453652955503;1,364511982482747;0;1,0;0,0;5,414972568327499;1,0223282258251634
CHN;NOR;2012;425;45;14;1;1,0;0,0;6,663327903749145;2,0409773857574343;0;1,0;0,0;6,412195706923446;2,2992399160040278;0;1,0;0,0;7,81802962745249;2,2974273332095883;0;1,0;0,0;6,006321815505306;2,001042302452756;0;1,0;0,0;6,3078284097748245;1,2582637492159683;0;1,0;0,0;5,341130320513232;0,6800451434704075
USA;AUS;2020;36;256;6;2;0,7774150182446706;0,22258498175532937;1,296936815824851;4,379614138303156;1;0,74008;0,25992;0,772408;4,6096202318125945;1;0,75736;0,24264;1,0235319999999999;4,393316588293631;1;0,76124;0,23876;0,9758279999999999;4,327015058260833;1;0,76156;0,23844;1,0228239998157025;4,447536561382958;0;0,7828;0,2172;1,2420319999999998;4,296048010785727
USA;BEL;2020;36;55;4;1;0,7540983606557377;0,2459016393442623;1,1532414307004473;4,408634572368175;1;0,7474954462659381;0,25250455373406194;0,9861566484517303;4,460299942238488;1;0,7799878222041811;0,22001217779581897;1,0830525674852851;4,335201374077394;1;0,7751851851851852;0,22481481481481483;1,2235;4,338536787178795;0;0,6622331116555827;0,3377668883444172;-0,06664333233698685;5,076856436473982;0;0,7542302930251754;0,2457697069748246;1,035885266198927;4,5061005457028465
